4872	host	49.0	<none>
4888	host	49.0	c010000000001300
4899	49.0	host	00000000000000000000000000000000000000
4904	host	49.0	<none>
4965	host	49.0	c108000000000100
4972	49.0	host	00
4977	host	49.0	<none>
4993	host	49.0	c010000000001300
5006	49.0	host	00000000000000000000000000000000000000
5011	host	49.0	<none>
5068	host	49.0	c108000000000100
5075	49.0	host	00
5080	host	49.0	<none>
5092	host	49.0	c010000000001300
5103	49.0	host	00000000000000000000000000000000000000
5108	host	49.0	<none>
5187	host	49.0	c108000000000100
5193	49.0	host	00
5196	host	49.0	<none>
5209	host	49.0	c010000000001300
5220	49.0	host	00000000000000000000000000000000000000
5225	host	49.0	<none>
5262	host	49.0	c108000000000100
5269	49.0	host	00
5274	host	49.0	<none>
5285	host	49.0	c010000000001300
5296	49.0	host	00000000000000000000000000000000000000
5301	host	49.0	<none>
5332	host	49.0	c108000000000100
5339	49.0	host	00
5344	host	49.0	<none>
5361	host	49.0	c010000000001300
5372	49.0	host	00000000000000000000000000000000000000
5377	host	49.0	<none>
5404	host	49.0	c108000000000100
5411	49.0	host	00
5414	host	49.0	<none>
5431	host	49.0	c010000000001300
5440	49.0	host	00000000000000000000000000000000000000
5446	host	49.0	<none>
5503	host	49.0	c108000000000100
5510	49.0	host	00
5515	host	49.0	<none>
5526	host	49.0	c010000000001300
5537	49.0	host	00000000000000000000000000000000000000
5542	host	49.0	<none>
5565	host	49.0	c108000000000100
5574	49.0	host	00
5579	host	49.0	<none>
5598	host	49.0	c010000000001300
5611	49.0	host	00000000000000000000000000000000000000
5616	host	49.0	<none>
5647	host	49.0	c108000000000100
5656	49.0	host	00
5659	host	49.0	<none>
5679	host	49.0	c010000000001300
5688	49.0	host	00000000000000000000000000000000000000
5693	host	49.0	<none>
5762	host	49.0	c108000000000100
5769	49.0	host	00
5774	host	49.0	<none>
5785	host	49.0	c010000000001300
5791	49.0	host	00000000000000000000000000000000000000
5796	host	49.0	<none>
5845	host	49.0	c108000000000100
5852	49.0	host	00
5857	host	49.0	<none>
5870	host	49.0	c010000000001300
5883	49.0	host	00000000000000000000000000000000000000
5886	host	49.0	<none>
5923	host	49.0	c108000000000100
5930	49.0	host	00
5935	host	49.0	<none>
5944	host	49.0	c010000000001300
5957	49.0	host	00000000000000000000000000000000000000
5962	host	49.0	<none>
5975	host	49.0	c108000000000100
5984	49.0	host	00
5987	host	49.0	<none>
5998	host	49.0	c010000000001300
6011	49.0	host	00000000000000000000000000000000000000
6016	host	49.0	<none>
6067	host	49.0	c108000000000100
6074	49.0	host	00
6079	host	49.0	<none>
6089	host	49.0	c010000000001300
6102	49.0	host	00000000000000000000000000000000000000
6107	host	49.0	<none>
6158	host	49.0	c108000000000100
6167	49.0	host	00
6170	host	49.0	<none>
6185	host	49.0	c010000000001300
6196	49.0	host	00000000000000000000000000000000000000
6201	host	49.0	<none>
6226	host	49.0	c108000000000100
6233	49.0	host	00
6238	host	49.0	<none>
6247	host	49.0	c010000000001300
6258	49.0	host	00000000000000000000000000000000000000
6263	host	49.0	<none>
6292	host	49.0	c108000000000100
6301	49.0	host	00
6304	host	49.0	<none>
6315	host	49.0	c010000000001300
6326	49.0	host	00000000000000000000000000000000000000
6331	host	49.0	<none>
6374	host	49.0	c108000000000100
6381	49.0	host	00
6386	host	49.0	<none>
6398	host	49.0	c010000000001300
6411	49.0	host	00000000000000000000000000000000000000
6416	host	49.0	<none>
6473	host	49.0	c108000000000100
6480	49.0	host	00
6485	host	49.0	<none>
6498	host	49.0	c010000000001300
6507	49.0	host	00000000000000000000000000000000000000
6510	host	49.0	<none>
6551	host	49.0	c108000000000100
6558	49.0	host	00
6563	host	49.0	<none>
6579	host	49.0	c010000000001300
6590	49.0	host	00000000000000000000000000000000000000
6595	host	49.0	<none>
6636	host	49.0	c108000000000100
6643	49.0	host	00
6648	host	49.0	<none>
6661	host	49.0	c010000000001300
6674	49.0	host	00000000000000000000000000000000000000
6679	host	49.0	<none>
6712	host	49.0	c108000000000100
6719	49.0	host	00
6724	host	49.0	<none>
6733	host	49.0	c010000000001300
6746	49.0	host	00000000000000000000000000000000000000
6751	host	49.0	<none>
6766	host	49.0	c108000000000100
6773	49.0	host	00
6778	host	49.0	<none>
6787	host	49.0	c010000000001300
6798	49.0	host	00000000000000000000000000000000000000
6803	host	49.0	<none>
6830	host	49.0	c108000000000100
6837	49.0	host	00
6842	host	49.0	<none>
6855	host	49.0	c010000000001300
6868	49.0	host	00000000000000000000000000000000000000
6873	host	49.0	<none>
6894	host	49.0	c108000000000100
6901	49.0	host	00
6906	host	49.0	<none>
6917	host	49.0	c010000000001300
6930	49.0	host	00000000000000000000000000000000000000
6933	host	49.0	<none>
6996	host	49.0	c108000000000100
7006	49.0	host	00
7011	host	49.0	<none>
7026	host	49.0	c010000000001300
7039	49.0	host	00000000000000000000000000000000000000
7042	host	49.0	<none>
7105	host	49.0	c108000000000100
7113	49.0	host	00
7118	host	49.0	<none>
7127	host	49.0	c010000000001300
7138	49.0	host	00000000000000000000000000000000000000
7143	host	49.0	<none>
7202	host	49.0	c108000000000100
7209	49.0	host	00
7214	host	49.0	<none>
7226	host	49.0	c010000000001300
7237	49.0	host	00000000000000000000000000000000000000
7242	host	49.0	<none>
7309	host	49.0	c108000000000100
7316	49.0	host	00
7321	host	49.0	<none>
7333	host	49.0	c010000000001300
7342	49.0	host	00000000000000000000000000000000000000
7347	host	49.0	<none>
7416	host	49.0	c108000000000100
7423	49.0	host	00
7428	host	49.0	<none>
7454	host	49.0	c010000000001300
7467	49.0	host	00000000000000000000000000000000000000
7472	host	49.0	<none>
7519	host	49.0	c108000000000100
7526	49.0	host	00
7531	host	49.0	<none>
7553	host	49.0	c010000000001300
7566	49.0	host	00000000000000000000000000000000000000
7571	host	49.0	<none>
7610	host	49.0	c108000000000100
7621	49.0	host	00
7624	host	49.0	<none>
7633	host	49.0	c010000000001300
7646	49.0	host	00000000000000000000000000000000000000
7651	host	49.0	<none>
7698	host	49.0	c108000000000100
7705	49.0	host	00
7710	host	49.0	<none>
7721	host	49.0	c010000000001300
7732	49.0	host	00000000000000000000000000000000000000
7737	host	49.0	<none>
7768	host	49.0	c108000000000100
7775	49.0	host	00
7780	host	49.0	<none>
7793	host	49.0	c010000000001300
7805	49.0	host	00000000000000000000000000000000000000
7810	host	49.0	<none>
7891	host	49.0	c108000000000100
7898	49.0	host	00
7904	host	49.0	<none>
7913	host	49.0	c010000000001300
7922	49.0	host	00000000000000000000000000000000000000
7925	host	49.0	<none>
7992	host	49.0	c108000000000100
8001	49.0	host	00
8004	host	49.0	<none>
8014	host	49.0	c010000000001300
8027	49.0	host	00000000000000000000000000000000000000
8032	host	49.0	<none>
8105	host	49.0	c108000000000100
8114	49.0	host	00
8117	host	49.0	<none>
8129	host	49.0	c010000000001300
8138	49.0	host	00000000000000000000000000000000000000
8143	host	49.0	<none>
8218	host	49.0	c108000000000100
8228	49.0	host	00
8233	host	49.0	<none>
8242	host	49.0	c010000000001300
8251	49.0	host	00000000000000000000000000000000000000
8256	host	49.0	<none>
8315	host	49.0	c108000000000100
8322	49.0	host	00
8327	host	49.0	<none>
8338	host	49.0	c010000000001300
8348	49.0	host	00000000000000000000000000000000000000
8351	host	49.0	<none>
8434	host	49.0	c108000000000100
8441	49.0	host	00
8447	host	49.0	<none>
8464	host	49.0	c010000000001300
8477	49.0	host	00000000000000000000000000000000000000
8482	host	49.0	<none>
8539	host	49.0	c108000000000100
8546	49.0	host	00
8551	host	49.0	<none>
8575	host	49.0	c010000000001300
8588	49.0	host	00000000000000000000000000000000000000
8593	host	49.0	<none>
8628	host	49.0	c108000000000100
8637	49.0	host	00
8640	host	49.0	<none>
8653	host	49.0	c010000000001300
8664	49.0	host	00000000000000000000000000000000000000
8669	host	49.0	<none>
8720	host	49.0	c108000000000100
8730	49.0	host	00
8735	host	49.0	<none>
8744	host	49.0	c010000000001300
8757	49.0	host	00000000000000000000000000000000000000
8762	host	49.0	<none>
8795	host	49.0	c108000000000100
8802	49.0	host	00
8807	host	49.0	<none>
8855	host	49.0	c010000000001300
8868	49.0	host	00000000000000000000000000000000000000
8873	host	49.0	<none>
8904	host	49.0	c108000000000100
8911	49.0	host	00
8916	host	49.0	<none>
8929	host	49.0	c010000000001300
8942	49.0	host	00000000000000000000000000000000000000
8947	host	49.0	<none>
9006	host	49.0	c108000000000100
9013	49.0	host	00
9018	host	49.0	<none>
9026	host	49.0	c010000000001300
9035	49.0	host	00000000000000000000000000000000000000
9040	host	49.0	<none>
9105	host	49.0	c108000000000100
9112	49.0	host	00
9117	host	49.0	<none>
9128	host	49.0	c010000000001300
9134	49.0	host	00000000000000000000000000000000000000
9139	host	49.0	<none>
9212	host	49.0	c108000000000100
9219	49.0	host	00
9222	host	49.0	<none>
9233	host	49.0	c010000000001300
9241	49.0	host	00000000000000000000000000000000000000
9246	host	49.0	<none>
9327	host	49.0	c108000000000100
9333	49.0	host	00
9336	host	49.0	<none>
9349	host	49.0	c010000000001300
9360	49.0	host	00000000000000000000000000000000000000
9365	host	49.0	<none>
9416	host	49.0	c108000000000100
9423	49.0	host	00
9428	host	49.0	<none>
9454	host	49.0	c010000000001300
9467	49.0	host	00000000000000000000000000000000000000
9470	host	49.0	<none>
9535	host	49.0	c108000000000100
9542	49.0	host	00
9547	host	49.0	<none>
9563	host	49.0	c010000000001300
9576	49.0	host	00000000000000000000000000000000000000
9581	host	49.0	<none>
9642	host	49.0	c108000000000100
9651	49.0	host	00
9656	host	49.0	<none>
9674	host	49.0	c010000000001300
9687	49.0	host	00000000000000000000000000000000000000
9692	host	49.0	<none>
9739	host	49.0	c108000000000100
9746	49.0	host	00
9751	host	49.0	<none>
9779	host	49.0	c010000000001300
9788	49.0	host	00000000000000000000000000000000000000
9791	host	49.0	<none>
9864	host	49.0	c108000000000100
9871	49.0	host	00
9876	host	49.0	<none>
9886	host	49.0	c010000000001300
9899	49.0	host	00000000000000000000000000000000000000
9904	host	49.0	<none>
9951	host	49.0	c108000000000100
9960	49.0	host	00
9963	host	49.0	<none>
9974	host	49.0	c010000000001300
9983	49.0	host	00000000000000000000000000000000000000
9988	host	49.0	<none>
10019	host	49.0	c108000000000100
10026	49.0	host	00
10031	host	49.0	<none>
10046	host	49.0	c010000000001300
10057	49.0	host	00000000000000000000000000000000000000
10062	host	49.0	<none>
10069	host	49.0	c108000000000100
10080	49.0	host	00
10083	host	49.0	<none>
10096	host	49.0	c010000000001300
10107	49.0	host	00000000000000000000000000000000000000
10112	host	49.0	<none>
10163	host	49.0	c108000000000100
10168	49.0	host	00
10171	host	49.0	<none>
10182	host	49.0	c010000000001300
10194	49.0	host	00000000000000000000000000000000000000
10199	host	49.0	<none>
10258	host	49.0	c108000000000100
10265	49.0	host	00
10270	host	49.0	<none>
10279	host	49.0	c010000000001300
10290	49.0	host	00000000000000000000000000000000000000
10295	host	49.0	<none>
10318	host	49.0	c108000000000100
10325	49.0	host	00
10330	host	49.0	<none>
10339	host	49.0	c010000000001300
10352	49.0	host	00000000000000000000000000000000000000
10357	host	49.0	<none>
10408	host	49.0	c108000000000100
10415	49.0	host	00
10420	host	49.0	<none>
10428	host	49.0	c010000000001300
10439	49.0	host	00000000000000000000000000000000000000
10444	host	49.0	<none>
10483	host	49.0	c108000000000100
10490	49.0	host	00
10495	host	49.0	<none>
10512	host	49.0	c010000000001300
10525	49.0	host	00000000000000000000000000000000000000
10528	host	49.0	<none>
10579	host	49.0	c108000000000100
10586	49.0	host	00
10591	host	49.0	<none>
10599	host	49.0	c010000000001300
10610	49.0	host	00000000000000000000000000000000000000
10615	host	49.0	<none>
10660	host	49.0	c108000000000100
10667	49.0	host	00
10672	host	49.0	<none>
10718	host	49.0	c010000000001300
10727	49.0	host	00000000000000000000000000000000000000
10732	host	49.0	<none>
10779	host	49.0	c108000000000100
10786	49.0	host	00
10789	host	49.0	<none>
10800	host	49.0	c010000000001300
10809	49.0	host	00000000000000000000000000000000000000
10814	host	49.0	<none>
10851	host	49.0	c108000000000100
10858	49.0	host	00
10863	host	49.0	<none>
10874	host	49.0	c010000000001300
10882	49.0	host	00000000000000000000000000000000000000
10887	host	49.0	<none>
10952	host	49.0	c108000000000100
10961	49.0	host	00
10966	host	49.0	<none>
10979	host	49.0	c010000000001300
10991	49.0	host	00000000000000000000000000000000000000
10996	host	49.0	<none>
11061	host	49.0	c108000000000100
11068	49.0	host	00
11073	host	49.0	<none>
11084	host	49.0	c010000000001300
11095	49.0	host	00000000000000000000000000000000000000
11100	host	49.0	<none>
11117	host	49.0	c108000000000100
11126	49.0	host	00
11131	host	49.0	<none>
11142	host	49.0	c010000000001300
11155	49.0	host	00000000000000000000000000000000000000
11158	host	49.0	<none>
11193	host	49.0	c108000000000100
11202	49.0	host	00
11207	host	49.0	<none>
11227	host	49.0	c010000000001300
11240	49.0	host	00000000000000000000000000000000000000
11245	host	49.0	<none>
11320	host	49.0	c108000000000100
11327	49.0	host	00
11332	host	49.0	<none>
11360	host	49.0	c010000000001300
11369	49.0	host	00000000000000000000000000000000000000
11374	host	49.0	<none>
11407	host	49.0	c108000000000100
11414	49.0	host	00
11419	host	49.0	<none>
11432	host	49.0	c010000000001300
11445	49.0	host	00000000000000000000000000000000000000
11450	host	49.0	<none>
11497	host	49.0	c108000000000100
11507	49.0	host	00
11512	host	49.0	<none>
11523	host	49.0	c010000000001300
11532	49.0	host	00000000000000000000000000000000000000
11537	host	49.0	<none>
11596	host	49.0	c108000000000100
11603	49.0	host	00
11608	host	49.0	<none>
11617	host	49.0	c010000000001300
11625	49.0	host	00000000000000000000000000000000000000
11628	host	49.0	<none>
11709	host	49.0	c108000000000100
11716	49.0	host	00
11721	host	49.0	<none>
11739	host	49.0	c010000000001300
11750	49.0	host	00000000000000000000000000000000000000
11755	host	49.0	<none>
11794	host	49.0	c108000000000100
11801	49.0	host	00
11806	host	49.0	<none>
11813	host	49.0	c010000000001300
11826	49.0	host	00000000000000000000000000000000000000
11831	host	49.0	<none>
11870	host	49.0	c108000000000100
11877	49.0	host	00
11882	host	49.0	<none>
11895	host	49.0	c010000000001300
11906	49.0	host	00000000000000000000000000000000000000
11911	host	49.0	<none>
11918	host	49.0	c108000000000100
11923	49.0	host	00
11928	host	49.0	<none>
11937	host	49.0	c010000000001300
11948	49.0	host	00000000000000000000000000000000000000
11953	host	49.0	<none>
11982	host	49.0	c108000000000100
11991	49.0	host	00
11996	host	49.0	<none>
12011	host	49.0	c010000000001300
12020	49.0	host	00000000000000000000000000000000000000
12025	host	49.0	<none>
12066	host	49.0	c108000000000100
12075	49.0	host	00
12078	host	49.0	<none>
12087	host	49.0	c010000000001300
12096	49.0	host	00000000000000000000000000000000000000
12101	host	49.0	<none>
12138	host	49.0	c108000000000100
12147	49.0	host	00
12150	host	49.0	<none>
12161	host	49.0	c010000000001300
12169	49.0	host	00000000000000000000000000000000000000
12174	host	49.0	<none>
12247	host	49.0	c108000000000100
12256	49.0	host	00
12259	host	49.0	<none>
12270	host	49.0	c010000000001300
12278	49.0	host	00000000000000000000000000000000000000
12283	host	49.0	<none>
12360	host	49.0	c108000000000100
12369	49.0	host	00
12372	host	49.0	<none>
12382	host	49.0	c010000000001300
12395	49.0	host	00000000000000000000000000000000000000
12400	host	49.0	<none>
12465	host	49.0	c108000000000100
12472	49.0	host	00
12477	host	49.0	<none>
12486	host	49.0	c010000000001300
12492	49.0	host	00000000000000000000000000000000000000
12497	host	49.0	<none>
12566	host	49.0	c108000000000100
12575	49.0	host	00
12578	host	49.0	<none>
12594	host	49.0	c010000000001300
12603	49.0	host	00000000000000000000000000000000000000
12606	host	49.0	<none>
12685	host	49.0	c108000000000100
12692	49.0	host	00
12697	host	49.0	<none>
12709	host	49.0	c010000000001300
12722	49.0	host	00000000000000000000000000000000000000
12727	host	49.0	<none>
12794	host	49.0	c108000000000100
12801	49.0	host	00
12807	host	49.0	<none>
12818	host	49.0	c010000000001300
12827	49.0	host	00000000000000000000000000000000000000
12832	host	49.0	<none>
12867	host	49.0	c108000000000100
12876	49.0	host	00
12879	host	49.0	<none>
12890	host	49.0	c010000000001300
12901	49.0	host	00000000000000000000000000000000000000
12906	host	49.0	<none>
12937	host	49.0	c108000000000100
12944	49.0	host	00
12949	host	49.0	<none>
12960	host	49.0	c010000000001300
12969	49.0	host	00000000000000000000000000000000000000
12974	host	49.0	<none>
13029	host	49.0	c108000000000100
13038	49.0	host	00
13041	host	49.0	<none>
13049	host	49.0	c010000000001300
13062	49.0	host	00000000000000000000000000000000000000
13067	host	49.0	<none>
13124	host	49.0	c108000000000100
13131	49.0	host	00
13136	host	49.0	<none>
13147	host	49.0	c010000000001300
13158	49.0	host	00000000000000000000000000000000000000
13163	host	49.0	<none>
13206	host	49.0	c108000000000100
13213	49.0	host	00
13218	host	49.0	<none>
13230	host	49.0	c010000000001300
13239	49.0	host	00000000000000000000000000000000000000
13242	host	49.0	<none>
13299	host	49.0	c108000000000100
13306	49.0	host	00
13311	host	49.0	<none>
13322	host	49.0	c010000000001300
13333	49.0	host	00000000000000000000000000000000000000
13338	host	49.0	<none>
13363	host	49.0	c108000000000100
13372	49.0	host	00
13377	host	49.0	<none>
13388	host	49.0	c010000000001300
13397	49.0	host	00000000000000000000000000000000000000
13402	host	49.0	<none>
13423	host	49.0	c108000000000100
13430	49.0	host	00
13435	host	49.0	<none>
13444	host	49.0	c010000000001300
13455	49.0	host	00000000000000000000000000000000000000
13460	host	49.0	<none>
13495	host	49.0	c108000000000100
13502	49.0	host	00
13507	host	49.0	<none>
13537	host	49.0	c010000000001300
13550	49.0	host	00000000000000000000000000000000000000
13555	host	49.0	<none>
13604	host	49.0	c108000000000100
13609	49.0	host	00
13612	host	49.0	<none>
13621	host	49.0	c010000000001300
13634	49.0	host	00000000000000000000000000000000000000
13639	host	49.0	<none>
13676	host	49.0	c108000000000100
13681	49.0	host	00
13684	host	49.0	<none>
13697	host	49.0	c010000000001300
13705	49.0	host	00000000000000000000000000000000000000
13710	host	49.0	<none>
13775	host	49.0	c108000000000100
13782	49.0	host	00
13787	host	49.0	<none>
13802	host	49.0	c010000000001300
13810	49.0	host	00000000000000000000000000000000000000
